song_id,artist_id,artist_name,title,year
SOKCIGV12A6D4F810B,ARKFYS91187B98E58F,Jeff And Sheri Easter,A Love That Keeps On Giving (Silent Witness Album Version),0
SOFVMAQ12AB018182D,ARKIYC51187FB4775A,Juice Leskinen,Halintamyym\xc3\xa4l\xc3\xa4n aamutoimet,0
SODXFVY12A6310ECF2,AR35YUO1187B9AD83E,Wet Wet Wet,Hear Me Now,2004
SOLMGPP12A6D4FAB9E,ARTWKNF1241B9C87E9,ZENFU,Gro\xc3\x9fraumbrand,0
SOFCDUZ12AB01861C6,AR1RHCO1187B9AF0BF,Vince Guaraldi Trio,Yesterdays,1964
SOFKYTG12A6D4F7275,ARE8LV21187B9B9A6B,Shifty,EZ Cuz You're Beautiful (Album Version),2004
SODMTUR12A8C13C8A4,AR8H87D1187FB3A841,Glen Campbell,Woodcarver,0
SONZWRE12AB018B938,ARDF6RM1187FB5A409,Martin Denny,Manila,1996
SOOGMXN12A8C13954F,AROF4LP1187FB41C51,Selena,Techno Cumbia,0
SOLGTDL12A58A7DC29,AR77FBJ1187FB49D8D,Rance Allen Group,Put Your Hand In The Hand,0
SOUVJAU12A58A7A14B,ARQRD391187FB5515A,Chelsea,Decide,1979
SOZTUDR12A8C13FE3F,AR05IU31187B9B9A1A,Alex Ubago,Temblando,2003
SOBSEPQ12A6701FD9E,AR26X1C1187B9B0A1B,Conway Twitty,Sitting In A Dim Caf\xc3\xa9,0
SOTTYPP12AB017AC2D,AR52EZT1187B9900BF,Alicia Keys,Heartburn,2003
SOQUHYB12AB0186630,ARZIXB81187B98FCEC,The Plimsouls,I Want You Back,1981
SOHAHVO12AB017D096,ARKZJ301187FB521B2,Lily Allen,LDN (Warbox Original Cut Dub),2009
SOQHGND12AB018C00F,AR38I491187B9B2F2D,Lil Boosie feat. Bun B_ Trae_ Yo Gotti & Foxx,Better Believe It Remix (feat. Bun B_ Trae_ Yo Gotti & Foxx),2009
SOMTYLD12AF72A6883,ARKR75V1187FB3D4D5,My Chemical Romance,Interlude (Album Version),2004
SOJBLIX12A8C1373C7,AR6CLFP1187B9ACB94,Daniel Johnston,Desperate Man Blues,1983
SOUBBVK12A8C1344A6,ARGVBQ31187B9A5F3C,Eyes Cream,Open Up Your Mind (Guido Osorio Club Mix),2002
SOMNEPJ12CF5465172,ARWA8AH1187FB3FC84,Hot Chip,Ready For The Floor (Radio Edit),2008
SOPXLMX12AB01884D1,AROHUUU1269FB35937,Melanie And The Secret Army,Held Der Tastatur,0
SODHOGM12AB018A4FA,ARTXNYR12802FDE977,ZombieSuckers,The Nightmare Begins,2010
SOCOHHK12AC9071950,ARPVRUC1187FB4F1DE,PitchBlack,Satanic Majesty,0
SOARSSE12A58A7BA9A,AR3MSAN1187B98F06B,OutKast,Wailin',1996
SOFICXV12A6D4F84D5,ARNHMFD1187FB3B3F6,LL Cool J / Freeway,What You Want,2006
SOZRCYC12AB0188FA8,ARY1K701187B9A43A9,Joe McBride,On The Money,0
SOXPJJT12AB01843F5,ARD7TVE1187B99BFB1,Casual,Prec\xc3\xads,2008
SONHGXE12A67ADE77C,ARD5SR21187B9B5F4A,Irwin Goodman,Terve menoo j\xc3\xa4tk\xc3\xa4nretale,1977
SOMHYXD12A8C1354D4,ARKJHKX1187FB5AEE5,Buckwheat Zydeco,Trouble (Studio),0
SOFNVDO12AB018735E,ARX5XTP1187FB3D8CC,Freddie McGregor,Ask You for a Dance,0
SOBBWSO12A8C13C787,ARIWQYF11F4C8427FF,Fania All Stars,Soul makossa,0
SOUFDVM12A8C1441D6,ARRJNTE1187FB44E12,Casiotone For The Painfully Alone,Bad People,2008
SOIEMZS12A670216C9,ARZTGQE1187FB461D9,Ideal,Roter Rolls Royce,0
SOEGXRQ12A8C141170,AROETEJ122988EFAC7,Midnight Fish,Baby Here I Am,0
SOOYURE12AB0186349,AR7CKG21187B9AD40F,Tijuana Hercules,When The Moon Comes Up Wild,0
SOBWZPF12A8C1414CC,ARY1P2B1187B9B78F5,Mariano Yanani,Adagio (Albinoni),0
SOHMKHQ12A8C139C40,ARLTWXK1187FB5A3F8,King Curtis,The Lone Prairie,0
SONGCRV12AC468AE46,ARYXELS1187B9A5991,Albert Ayler,Music Is The Healing Force Of The Universe,1969
SOKZSOY12A81C206D5,AR8ZHWS1187B98CED1,Monty Are I,In This Legacy,2006
SOZQDCY12A58A7D5CD,AREWQSE1187B9AEC6C,The Jackson Southernaires,When We All Get To Heaven,0
SOFTBIU12A8C130B7E,ARUSOMY1187FB4D3B4,Anti-Flag,Death Of A Nation,2003
SOXVRHB12A8C13F14B,AR1ZKBE1187FB53629,Kraftwerk,Titanium (2009 Digital Remaster),0
SOKDLKT12A6D4F9F46,AR93WAA1187FB42116,Cassie,Long Way 2 Go (Album Version),2006
SORNKYO12A58A76A1C,AROWQXK1269FB333D9,Bone Loc,King Bong,0
SOZPJMN12A81C1FA0D,ARYV1OT1187B9B4C8E,Commander Cody And His Lost Planet Airmen,Riot In Cell Block #9,1974
SOKRTKJ12A58A7B5DD,ARD0FN11187B9B25CD,Bobby Darin,Bullmoose (LP Version),2008
SOBNWKP12AB017D280,ARVDMV71187FB43A8F,David Palmer,\xc3\x89mergences: III. Fragments d'\xc3\xa9paves,0
SOPVSUN12AC4689EB1,AR0OEYB1187FB4A81E,Catherine Howe & Vo Fletcher,White Winter Hymnal,0
SOPPMRZ12A8C132DAC,ARPFKK81187B99878D,Tex Williams,Start Even,0
SOXRVYA12A8C1425A7,AR0X3JJ1187FB3A9A7,Hank Locklin,Send Me The Pillow You Dream On,1960
SOZJCYY12A8C13EFC7,ARJDMBO1187B9AD118,Johnny Osbourne,We Need Love,1979
SOPQASR12A8C13FF05,ARNUPIM11F4C83BD4D,Melt Banana,"How To Say ""Rip Them Off""_ Repeat After Me",0
SOWOHFX12A8C138B5D,AR0CDSK1187FB52ED6,Asleep At The Wheel,I Hate Christmas,2007
SOCXYGU12A6D4F834D,ARKV9PA1187B9A6963,The Birds,No Good Without You,2001
SOEWIDM12AB0188F52,ARN8NCB1187FB49652,Lionel Rogg,Fantasia In C Major BWV 570,0
SOEONAT12A8AE48F90,ARJBWQI1187B9B17D1,Trivium,The Deceived,2004
SOVYHTV12A6D4F8988,ARGBG2T1187B9B1670,Massive T\xc3\xb6ne,Notausgang (feat. TimXtreme),0
SOZQDRV12A8C133FB1,AREHK7O1187B9ADDD7,The Cardigans,Rise & Shine,1994
SOMLRBT12AB0186071,ARVQ4QM1187B98AD95,Hank Penny,Peroxide Blond,0
SOHDSWD12A58A7AB28,ARXYLFK1187B9B494D,East To West,As Long As I Know,0
SOKHRWE12A6D4F6BE7,ARFYUX51187B9A7751,Paquito Guzman,Cuando Seolvida El Amor,0
SODEIVI12A8C13266D,ARB6OGR1187FB4D43D,M83,You Appearing,2008
SORLKWU12A8C137F18,AR68V7Z1187B9A2FCA,Polkaholix,Machopolka,2007
SOPSELZ12AB0189D0E,ARHCERP1187B9912A5,Glen Washington,Sitting In The Park (Medley),0
SORZYXM12A6D4F7F55,ARMR44C1187FB433D2,Penguin Caf\xc3\xa9 Orchestra,Horns Of The Bull,1987
SOBTTGX12AB017EEE8,AR0PUK71187B9AC3C0,Marvin Hamlisch,Ride To Atlantis,1977
SOADJND12A8C13BAE1,AR46CAD1187FB4D84B,Bad Religion,The Lie,2002
SOGBQDZ12A8C135533,ARN7POH1187B9B301E,Jessica Simpson,Take My Breath Away,2004
SODYWNH12A6D4F7B58,ARIILLG1187FB5CC81,Jim Breuer,Party In The Stomach (LP Version),2002
SOMSQTD12A8C136ADC,ARS26BQ1187B99466D,Vilma Palma,Lluvia De Acido,0
SOQGWOP12AB0181DB9,ARFK98R1187B9B0552,Pursuit Of Happiness,She's So Young,1988
SOKHBNW12A8AE48A58,AR3QRJ91187B98E4C2,Jacques Dutronc,L'Homme De Paille,1989
SOAGYDL12AB0183518,ARE9J081187FB4E58B,Antimatter,Expire,0
SOBREKP12AB017DD9B,ARC7C241187B990F7F,Becoming The Archetype,End Of The Age,2008
SOIGXSS12AB018850D,ARND48J1187B990A0B,Storyville,Talk To Me,1998
SOGQVBK12A8C13D09F,ARAUQAL1187FB5B374,ISRAEL & NEW BREED,Not Forgotten,0
SOATIOJ12A8C14469B,ARQF6NE1187FB55EF7,Karan Casey,Sliabh Geal gCua,0
SOXDCGA12A8C141720,ARYOJU01187FB3BC44,Jeckyll & Hyde,Time Flies,2007
SONFKHD12A6D4F8ED6,AR4PQ891187FB5CA9F,Dionne Warwick,Don't Let My Teardrops Bother You (Album Version),0
SOCYGKJ12A6D4F719F,AR7Y6JX1187FB4D9B3,Bad Brains,At The Movies (Live),0
SOVXUBX12A58A782FD,ARQDWBG1187B9891D7,Zeromancer,Send Me An Angel,2001
SOZQHDM12A67020FA7,ARN5NHX1187FB4F755,The Smashing Pumpkins,Rotten Apples,1995
SOATEEN12A67020394,ARXWAQQ1187B9AE954,Redman,Muh- F***a,2001
SOCYVBL12A6D4FD36C,ARW3V6T1187B9ACAC4,Miossec,Regarde Un Peu La France,1995
SOQVLOK12AB017E8BC,AR7CCCC1187FB578FF,Don Gibson,Blue Blue Day,1987
SOUDGKB12A8C13EDA8,ARGGEGH11F4C83C076,Miriam Yeung,Yi Xing,0
SOVVINA12A6D4FA730,ARVI9KK1187B9AACB4,Jan Wayne,Groovin',2003
SOMWELJ12AB0184C6D,AREBWEH1187B99EA9A,Beherit,Witchcraft,1990
SOLWVEA12A8C143C45,ARIGR2O1187FB5036E,The Unborn Chikken Voices,Again And Again,0
SOTEWEI12AB017FC0C,ARH3TXI1187FB3A486,Kathy Troccoli,How Deep The Father's Love For Us,0
SOBUFKH12A8C13BE9F,ARD3ICK1187B9A56C9,Jimmy Riley,Prophecy,0
SOHWGUM12AB0186B87,AR7LN7G1187FB395BB,Les Bantous De La Capitale,Masuwa,0
SORGJJW12A8C134D65,AR5IHI31187B998618,Pascal Obispo,Tomb\xc3\xa9 Pour Elle (L'\xc3\x8ele Aux Oiseaux),0
SOXQVZC12A8C13C5D9,AR52EZT1187B9900BF,Alicia Keys,If I Was Your Woman,2005
SOOZYMQ12AB018E589,AR8BMEQ1187B9B4214,Pumpkin Buzzard,The Sector of Foliage,0
SOEBGQK12AB01879F4,AR107SB1187B9A79F9,B\xc3\xa9zu,Frou-frou,0
SOZAQVA12AB0183627,AR3GYKU1187B996AB9,Jim Kweskin,Eight More Miles To Louisville,0
SOQSIIB12A6D4FBEFA,ARZYPLF1187FB45B9B,Rooney,Jump In My Bed,2007
SODMNJR12AB0183BC5,ART6QCS1187FB40CBD,Los Aut\xc3\xa9nticos Decadentes,Pastas Y Vino,1989
SOZTULX12A6701E7EF,ARKSZW81187B9B695D,Mariah Carey,Clown,2002
SOXAATM12A58A7ABA8,AR1XE381187FB4C685,Kane,All I Can Do,2005
SOTIDVB12A58A7E5C7,ARV8T9T1187B99F3F4,Amorphis,Privilege of Evil (From the Privilege of Evil EP),0
SOZXHBQ12AB0186626,ARZIXB81187B98FCEC,The Plimsouls,Women,1981
SOEGYJV12A8AE47396,ARIRD6J1187FB5A98C,Sugar Minott,Jah Jah Children,1977
SOZGQLE12AB018672C,AR040QX1187FB4CFE1,Alexisonfire,Mailbox Arson,2005
SOMMFDF12A58A7DB85,ARBZAIL1187FB5B1C8,Bob Margolin,Lost Again,0
SOGYGFM12A58A77D96,ARP39OU1187FB4D543,Aswad,Your Recipe,0
SOLASJA12AB01896B8,ARBHBE91187B9A1F58,Jonny Lang,One Person At A Time,2006
SOFZBJR12A8C13C45D,ARI2G3D1187B98D8A0,Extrabreit,Break That Ice,0
SOZOKIL12A6701EE9B,ARIJE101187FB45E88,Ben Harper And The Blind Boys Of Alabama,Take My Hand,2004
SOYUJBX12A81C23080,ARIUQZL1187FB4303B,Erkki Junkkarinen,Siks oon m\xc3\xa4 suruinen,0
SOHHDMY12A8C136E9A,ARJIE2Y1187B994AB7,Line Renaud,Vous Qui Passez Sans Me Voir,0
SOUHAOJ12AB0187C31,ARN8NCB1187FB49652,Lionel Rogg,Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus (Remasteris\xc3\xa9 En 2010),0
SOFVRHN12A8C134119,ARCCBWR122BCFCBB85,Sabda Brahma,Highest State of Consciousness,0
SOLMEXI12A8C140CF9,AR4Y1BM1187B99A1EF,Deitrick Haddon,Don't Take Your Spirit Away,2008
SOCYTLD12CF546325E,AR7C6G11187B9B4C1E,Jennifer Lopez,We Gotta Talk,2001
SOEHBWL12A6D4F95D1,ARPCDZM1187B996876,Dyango,Todo Tiene Su Fin,0
SOAWVZG12A8C1443A5,ARVLIVA1187B991590,Zeca Baleiro,Proibida Pra Mim (Grazon),2000
SOSNABG12A6D4F7521,ARNNHLN1187FB42912,Yahir,Amigo (Con el Coro de Infantes de la Basilica de Guadalupe),0
SOLIGUP12AC9073063,AROU5DG1187FB562B5,Shapeshifters,Chime,2008
SOIZNGJ12AC4689C61,ARROTQN1187B98FAF0,Cristina Pato - Mutenrohi,Bag \xc3\xa1 l'ame,0
SOEVOMG12AC4688558,AR78ZID1187B9B31ED,Mikey Dread,Livin in the Jungle,0
SORYPZH12AB0186EDE,AR7TB3P1187B98E2AE,Capital Tax,Givin' It Back,0
SOMYRRN12A3F1EA18C,ARQKBSH1187B9B4B99,Francis Dhomont,Chiaroscuro,0
SOWIHGX12AB017D6EA,ARKNICM1187B9B9CE5,Mick Moloney,Bodhr\xc3\xa1n Solo,0
SOEURME12AC3DF81F5,ARZIKR01187B98DF08,Joe Grushecky,Cracking Under Pressure 83,0
SOELHME12A8C145C19,ARZCNRW11F50C4A630,Groundhogs,Split Part One,0
SOISFRK12A6D4F573D,AR2FAMK1187FB4CF60,AFI,Affliction,2006
SOJDOWV12A58A77C06,ARMYKRB1187B98CFF0,Cowboy Mouth,Jenny Says,0
SOYECRB12A6D4F4BE0,ARWJHW61187B98FA8E,Papa Wemba,Bakwetu,1998
SORMORE12A8C133DCA,AR695PK1187B996E35,The Jeremy Spencer Band,Sunshine (Album Version),0
SOVGAZH12A8C140274,ARX9YIP1187B98A656,RUN-DMC,Miss Elaine,1988
SOLPAYF12A58A7F024,AR198711187B9AD09F,Simply Red,A Song For You (Live),0
SOCHDNX12A67ADA90D,ARS2W231187B99EDEC,Mase,What You Want [feat. Total] (Album Version),0
SOKYVJB12A8C13E23C,ARKL75U1187FB5B8B6,BoDeans,You Don't Get Much,1989
SOAVGKZ12A81C1FD16,ARLAWDD1187FB48367,Carlos Vives,Decimas,0
SOTELUQ12A6D4F7CFD,ARDSWIE1187FB39056,Gang Starr,Mostly Tha Voice (Explicit),1994
SOGPMDO12A58A7E070,AREWQSE1187B9AEC6C,The Jackson Southernaires,Leave You In The Hands,0
SOLWMEJ12AC961829F,ARZIHDF11F4C847D1C,Caniche Hara-Kiri,Frigide,0
SOPMGXS12A8C133199,AR86QIW1187B9AD8F0,Clarence Fountain,Beams Of Heaven,0
SOCJHKC12AB0188F03,ARPHH7Z1187B9B6A3A,Franco,On and on,0
SOAOOXO12AF72A787F,AR6XPWV1187B9ADAEB,Foo Fighters,Still,2005
SOINKBE12AB018770B,ARTWPGO1187FB52DC3,Elephant Man,informa,0
SOBUSAT12AAF3B3A7A,ARIGKCK1187FB5C99B,Lightnin' Hopkins,Everyday I Have The Blues,1999
SODRPTB12A8C144BB7,ARI2G3D1187B98D8A0,Extrabreit,F\xc3\xbcr mich soll's rote Rosen regnen,1993
SOZVTZB12A58A7AEE4,AR3PDNJ1187B9AF3F0,Vixen,American Dream,1988
SOQSXAT12A6D4F5760,ARIQZ2V1187B98E546,A-Studio,S.O.S.,0
SOHCWLZ12AB018781C,AR8ZCNI1187B9A069B,Planet P Project,A Boy Who Can't Talk Part 2,1984
SOYWRWP12AB01845EE,ARBEBBY1187B9B43DB,Tom Petty And The Heartbreakers,Christmas All Over Again,0
SOULUPQ12A67ADF8BC,ARQJBXN1187B9B11D9,Thirst,Planet E.,0
SOCTUNO12A8C14050A,ARXDQJB1187FB57154,Faithless,I Want More - Part 1,0
SOGBVCL12AB0187F83,AR18AJW1187FB3F9FA,F.I.R.,I Am Here,2009
SODRNQF12AB0182322,ARJ9DSA1187B990E00,John Mayall & The Bluesbreakers,I'm Your Witchdoctor,1988
SOIQQYQ12A6D4F4AB7,ARJB9TE1187FB3A9F8,The Edgar Broughton Band,Out Demons Out (Live) (2004 Digital Remaster),0
SOQEBKX12A8C140A0F,ARDGB6U1187FB3AD07,Eurythmics,Better To Have Lost In Love (Than Never To Have Loved),0
SOKALAO12AB017F5B3,ARR9XGB1187B9912E6,Boyz II Men,Motownphilly,1991
SOXGZAI12A6D4F4199,ARBJI5N1187FB400D0,Jay & The Americans,Tomorrow,1990
SORWPOH12A6D4FBC6C,ARECPYG11C8A42B5BF,1. Futurologischer Congress,Tokyo,0
SOFDOQF12A67ADD049,ARYC2P31187B9B9AB7,Seguridad Social,Un Pensamiento,1991
SONZLMF12A58A7A6E2,ARZ78EG1187FB4638E,Malefaction,Abused And Unloved,0
SOIRJHK12A67020A7B,AR8ACFK1187B9B4063,Champion Jack Dupree,One Scotch_ One Bourbon_ One Beer,0
SOPUPKV12A6D4FD6FD,AR9HABI1187FB3ACAA,Red Foley,Choc'late Ice Cream Cone,0
SOWEVZH12CF54662C8,ART5MUE1187B98C961,Metallica,Metal Militia,1982
SOGPTDY12AB01890BE,ARE17W51187FB5381B,Rui Da Silva,On My Mind (feat. Ben Onono) (The Drill-Re-Work Dub),0
SOZXRRC12AB017D5C4,ARUG0QH1187B99613A,Space Opera,Awake II,0
SOHYDPA12B0B80B77C,ARLHO5Z1187FB4C861,Beastie Boys,Eugene's Lament,1994
SOSRWWL12A6D4FBBB6,ARLR9U31187B9A71AD,The Stooges,Lost In The Future (False Start -#1),0
SOKAQXL12AB0183208,ARQ0JU31187B99B2B5,Rajery,Mihodina ny tany,0
SOYRTWG12A8C142BC1,ARTBFV61187FB3C250,Johnny Horton,The Woman I Need (Honky Tonk Mind),2000
SOYXIXE12AB018388E,ARV88461187FB427C5,Johnny Carver,Goodtime Charlie's Got The Blues,0
SORAUDM12AB0181656,ARRT66G1187FB3DDF9,Freddie King,Key To The Highway,1971
SOWVZEP12A6D4F7441,AR0V0SR1187B99DDB4,Sukhbir,Balle Balle,0
SOZZEXN12AB0184E54,ARJJYQS1187B996882,Pyrolator,Passage To Melilla,2005
SOAXYAX12A6D4FE44D,ARMOHN71187FB3959F,Atreyu,Blood Children (an Introduction) (Album Version),2004
SOKFHZG12AB0183FE5,ARH312K1187FB3F1D4,Beogradski Sindikat,Plejersko ponasanje,0
SOIFUXC12AB0182A9B,ARQHJLT11F50C4C101,Bomb Squad,Never Be (Bonus Track),0
SOYYSKP12A67021A9E,AR21YNH1187FB49649,Ms. Dynamite,Natural High (Interlude),2002
SOVDYQP12AB01824EC,AR11YQ81187FB3C654,Dixie Chicks,Hole In My Head,1999
SOJBPQJ12A8AE4738C,AR3DCWS1187B9A4416,Cartel,Georgia,0
SOHMNPP12A58A7AE4B,ARKZ13R1187FB54FEE,Josh Turner,What It Ain't,0
SOTINEI12A6D4FB826,AR9E0A21187B989609,Anneli Drecker,Fire Alarm,0
SOFUODO12A8C1403E6,AR243ZT1187B9A98D2,Otis Spann,Someday Baby,1995
SOVQOXC12CF546326C,ARS86AJ1187B9B4225,Janis Joplin,Get It While You Can,1971
SOWEHVB12A6D4F8F0B,AR8CT8U1187FB4D803,Dexys Midnight Runners,Spiritual Passion (aka Dubious),2007
SONSRKM12AB018E7DA,ARD8JVH1187FB4DA04,Bad Company,Simple Man,1976
SOQJYCE12A6D4F4844,ARMPRI31187FB4F7D9,Vangelis,Other Side Of Antarctica,1983
SOQVPTA12A8C13F598,ARNVM131187B990D2B,themselves,You Devil You,2002
SODCVNW12AB0183A41,ARXDDH31187FB3DF1C,Barbara Lynn,It Ain\x19t No Good To be Good ,0
SOXJKNO12A81C1FE08,ARXX9J41187B9AE4D0,King Diamond,Shrine (Reissue) (Album Version),0
SOCGXWX12A6D4F98AA,AR1CD5Z1187B98F2C2,Pat Metheny / Charlie Haden,Message To A Friend,0
SOYGQGQ12AB0180EAC,ARQFKVO1187B9B1777,Dave Brockie Experience,Too Much Stuff,2001
SONCWSL12A6D4F419D,ARBJI5N1187FB400D0,Jay & The Americans,Let's Lock The Door (And Throw Away The Key),1990
SOYWXNN12AB018AC20,AR0SZW11187B98C5E5,Beat Pharmacy,Floating (Edit),0
SOBCLGN12A6D4F6FF5,AR6D5OM1187B993D9E,Rhinoceros,You're My Girl (LP Version),2002
SOZGUEI12A8C139953,ARG9E8O1187B99AB4F,Bury Your Dead,A Devil's Ransom (Album Version),2008
SOAWTJD12A6D4F4BB4,ARAFRFP1187FB4230B,Williamson,Breathe Easy,2005
SOCRYER12A6701CD40,AR0CANF1187B9AF35F,Dilated Peoples,World On Wheels,2004
SOYQHTY12AC95F048D,AR64H7U1187B990997,Steinwolke,Erinnerung an die Meseta,0
SOJSJTR12AB0188131,ARPBNLO1187FB3D52F,Tiny Tim,Stay Down Here Where You Belong,1968
SOQQUFP12AB0189123,ARAHILU122988FD7D1,Mind Furniture,Hoop of Flame (III. Between Two Worlds),0
SOPOKGS12AB01823C0,ARGSOPB1241B9CBB58,Drouz,Turn Me Around,0
SOPTWAH12AB017F9CE,ARQ0JU31187B99B2B5,Rajery,Mahafinaritra,2005
SOBFXZB12A8C1357BB,AR21K7Q1187FB3D248,12 Gauge,Dawg Call (Acappella),0
SOEZPZF12AC468E07F,ARLKMZE1269FB37388,Die Bandbreite,Try to live,0
SODMROH12A8C13677E,ARFFDZU1187FB50682,Alan Silvestri,Full House,2006
SOQMDJS12A8C138341,AR0IVSA1187FB4F069,Helmet,Tic,1994
SOQJIWF12A8C13D2F0,ARRHVGT1187B98D603,Dynamite Deluxe,Zap Zap,2000
SONQAVF12A6D4F5FE3,AR21JV01187B999138,Bill Murk,Morning Has Broken,0
SOLTIOJ12AB01805AE,AR6FCPE1187B992B06,Jawoll,Rendezvous - Ich hab' Dich seit langem nicht gesehen,1990
SOMLMRZ12AB017D510,ARODOO01187FB44F4A,The Baltimore Consort,The Beautiful Shepherdess of Arcadia,1996
SOKIHTB12A8C1397CF,AR6XPWV1187B9ADAEB,Foo Fighters,Overdrive,2002
SOEHQMQ12AB01806CC,AR3N2H11187B98AFBA,Sivuca & Cl\xc3\xa3 Brasil,Visitando Zabel\xc3\xaa,0
SOJYUSL12AB0182C3C,AR1VB2W1187B9901C5,Rod Piazza & The Mighty Flyers,She Made My Blood Run Cold,0
SOJQYMQ12AB0188A0D,ARIF6IS1187B98FDEB,Primordial,Here I Am King,1995
SOOXGZG12AB0181F07,ARI648V1187B9B5379,Michael Stanley Band,Chemistry,1981
SOEMNZS12AC4686BF8,ARXZP9T1187FB4565D,Willie Clancy,Jig: A Chailleach_ do Mharais M\xc3\xa9,0
SOMRYZP12AB01819CA,AR8ZCNI1187B9A069B,Planet P Project,Join The Parade (Album Version),0
SOKWKUQ12AB01868D8,ARZ507V1187FB4425E,Ragheb Alama,Albi Eshi\x19ha,0
SOLFNXJ12A58A79CD9,ARQHLIO1187B98AA6A,Jay P\xc3\xa9rez,Si Tu Regresas,0
SOYTVXY12AB0181ED0,ARXCUQE1187B9ADD91,Pee Wee King,Slow Poke,1989
SOYRDKV12A8C14211E,ARA7YDA1187B9A5776,Patsy Cline,A Poor Man's Roses,1961
SOQQIIL12AB017B6C2,AREQFCA1187B991F36,Solitaire,I Still Want Your Love (Extended Mix),0
SOESZYV12A6D4F8299,AREGV3K1187B9AF614,M\xc3\xb6tley Cr\xc3\xbce,Hell On High Heels,2000
SOFQLHB12A58A77520,ARLLANI1187FB5116F,Simon Harris,You Got Soul Loop (104bpm),0
SOMTHWO12A58A78109,ARPMJGA11F4C83BDFE,US Coast Guard Band,America The Beautiful,0
SOYXXDD12AB0182A10,AR80RBU1187FB3757D,Alvino Rey And His Orchestra,My Buddy,2005
SOAZEHG12AB017F482,ARWENXU12454A2DE56,CoCo Lee,Sunny Day,0
SOHGCRX12AB0186D9B,ARA3XRR1187B9984EF,Pale Forest,Karma Violins,0
SOXJJSN12AB018746F,ARXJSHW1187B9A2A52,Nestor Torres,Lluvias De Cristal,0
SOFPCDE12A67ADF4F5,ARD5SR21187B9B5F4A,Irwin Goodman,Raha ratkaisee,1966
SOBOVLS12A58A794F3,ARQOATR1187B9AE959,Jane's Addiction,Standing In The Shower... Thinking ( LP Version ),1988
SOCTDQP12AB018C367,ARJO8W91187B9AB734,Mystic Revelation of Rastafari,Song,0
SOCUAPA12A8C13FE6B,ARUK0W21187B995456,Isabel Pantoja,13 De Mayo,0
SOTLJGY12AB0188E32,ARVBP9K1187FB48254,Cancer Bats,Dead Wrong,2010
SOTXDHW12AB017DDDB,AR19JS91187B98CB66,Captain Hollywood Project,All I Want,1993
SOSAQJT12A6D4F69EC,ARHK7A51187FB411D8,Roy Rogers,I Never Picked Cotton,0
SOLMECR12AB018B776,AREZWC61187FB52DCF,Johnny Nash,I See God,0
SOYWNKL12A58A7A694,ARBXODO1241B9C6C6F,Ismael Due\xc3\xb1as,Strange meeting,0
SOITUZS12A8C13A99C,ARDINVM1187B98A6C1,Marc Lavoine,Je N'ai Plus Rien A Te Donner,0
SOOERNA12A8C136691,ARZENOX1187B98A645,John Mayer,Comfortable,0
SOYHHDK12AB0188098,ARZJKZR1187FB3EFC2,Big Mama Thornton with Kansas Bill and his Orchestra,Hound Dog,1953
SOTZRZI12AB0188F32,AR059HI1187B9A14D7,Roy Drusky,Worried Mind,0
SOMTYGS12AB017F66E,ARKPDFV1187B99804D,Jeanne Pruett,Love Me,1973
SOVYHHG12A8C1399B3,ARY1P2B1187B9B78F5,Mariano Yanani,Stuck In A Moment You can't Get Out Of,2003
SOZXGZD12A6D4F964A,ARIT9Y51187FB364AE,The Irish Rovers,Up Among The Heather,0
SONZANZ12A8C136AC8,AR051KA1187B98B2FF,Wilks featuring jah mason,Have fi pray,0
SOBHMPJ12AB01899FE,AR1PCLK1187FB5BBFF,Angelo Badalamenti,Vera Begs Dylan,0
SOEEBCV12A6D4F76A2,AR93D4D1187FB3ACAD,J.J. Cale,Losers,1983
SODTNTM12A6D4F98CB,ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,Games People Play,0
SOGNSLP12A6D4FD729,AR2VLIP1187B99F897,All Shall Persih,The True Beast,2006
SONNTQH12AB018C2D8,AROZNFA1187B99D367,John Digweed,Warung Beach,0
SOKSXUB12A6D4F80DB,ARCCRTI11F4C845308,White Heart,Answer The Call (Powerhouse Album Version),0
SOMYGJH12A8C14114C,ARP32X81187B99EBF5,Vanessa Bell Armstrong,Wonderful One,0
SOBLMKC12AB018974F,AR5UVIM1187B98A8B9,Dropline,Fly Away From Here (Graduation Day) (Album Version),0
SOYOFWM12AB018DD7D,ARWBAI21187B991E2E,Tommy Sands,A Bundle Of Dreams,0
SOGIRYF12A670215E3,AROOKC21187B9AE85C,Missy Higgins,Don't Ever (Album Version),0
SOZZFVR12AB0188142,AR02KZG1187FB3B3B4,Hi-Fi Companions,Amoria,2003
SORTNQL12AB018B103,ARW1WST1187FB384DA,Jope Ruonansuu,Aattelepa ite,2004
SOBPKPM12AB017FD64,ARTDUXM1187B9899ED,Charlie Patton,34 Blues,1934
SOOIHII12A8C13D898,ARPVGYY1269FCD5E98,Mr. Kilombo,De la mano de un chulo,0
SOBIETA12A8C1414AB,ARKETDZ1187B9B2566,Marlene Dietrich,Laziest Gal In Town,1991
SOWKWKH12A8C13C972,ARE6ZTY1187FB5007F,Adalberto Santiago,Tu Me Desesperas,1977
SOYQZUC12AB01839DC,AR0GGKI1187FB391D5,Eddie,Lombrigas e os vermes,0
